"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","video-keyboard-response","359","469652","0.0-5.0-1.108","1686","[""videos/fast_high_c15_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","360","470654","0.0-5.0-0.109","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","361","472372","0.0-5.0-1.109","1716","[""videos/slow_high_c1_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","362","473124","0.0-5.0-0.110","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","363","475008","0.0-5.0-1.110","1883","[""videos/slow_high_c2_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","364","475510","0.0-5.0-0.111","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","365","477024","0.0-5.0-1.111","1513","[""videos/med_high_c8_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","366","477525","0.0-5.0-0.112","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","367","478979","0.0-5.0-1.112","1452","[""videos/fast_high_c10_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","368","479731","0.0-5.0-0.113","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","369","481518","0.0-5.0-1.113","1786","[""videos/fast_low_c17_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","370","482519","0.0-5.0-0.114","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","371","484060","0.0-5.0-1.114","1539","[""videos/fast_med_c17_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","372","484723","0.0-5.0-2.114-0.114","663","<p>You can take a quick break now if you need it.</p>
      <p>Press the spacebar to continue.</p>"," ","",""
"","","","","","html-keyboard-response","373","485725","0.0-5.0-0.115","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","374","487455","0.0-5.0-1.115","1728","[""videos/slow_low_c3_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","375","488457","0.0-5.0-0.116","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","376","490005","0.0-5.0-1.116","1546","[""videos/slow_low_c5_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","377","490756","0.0-5.0-0.117","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","378","492354","0.0-5.0-1.117","1597","[""videos/med_med_c7_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","379","493106","0.0-5.0-0.118","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","380","494667","0.0-5.0-1.118","1560","[""videos/med_high_c3_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","381","495419","0.0-5.0-0.119","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","382","496965","0.0-5.0-1.119","1544","[""videos/med_low_c12_tan_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","383","497466","0.0-5.0-0.120","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","384","498885","0.0-5.0-1.120","1418","[""videos/fast_med_c14_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","385","499886","0.0-5.0-0.121","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","386","501506","0.0-5.0-1.121","1619","[""videos/slow_med_c4_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","387","502007","0.0-5.0-0.122","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","388","503485","0.0-5.0-1.122","1477","[""videos/fast_low_c16_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","389","504486","0.0-5.0-0.123","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","390","506252","0.0-5.0-1.123","1765","[""videos/med_med_c9_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","391","507005","0.0-5.0-0.124","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","392","510918","0.0-5.0-1.124","3913","[""videos/slow_high_c6_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","393","511671","0.0-5.0-0.125","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","394","513624","0.0-5.0-1.125","1952","[""videos/med_high_c7_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","395","514375","0.0-5.0-0.126","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","396","515971","0.0-5.0-1.126","1595","[""videos/fast_high_c11_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","397","516472","0.0-5.0-0.127","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","398","518595","0.0-5.0-1.127","2121","[""videos/med_high_c7_teal_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","399","519096","0.0-5.0-0.128","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","400","524131","0.0-5.0-1.128","5033","[""videos/slow_low_c7_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","401","524883","0.0-5.0-0.129","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","402","527102","0.0-5.0-1.129","2217","[""videos/med_med_c6_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","403","527603","0.0-5.0-0.130","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","404","529578","0.0-5.0-1.130","1973","[""videos/slow_low_c5_teal_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","405","530580","0.0-5.0-0.131","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","406","532912","0.0-5.0-1.131","2331","[""videos/fast_med_c11_pink.mov""]","f","response","false"
