"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","html-keyboard-response","266","464859","0.0-5.0-0.123","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","267","466382","0.0-5.0-1.123","1521","[""videos/slow_med_c2_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","268","466883","0.0-5.0-0.124","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","269","468482","0.0-5.0-1.124","1597","[""videos/slow_high_c1_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","270","469485","0.0-5.0-0.125","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","271","471111","0.0-5.0-1.125","1625","[""videos/fast_high_c15_purple_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","272","471863","0.0-5.0-0.126","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","273","473553","0.0-5.0-1.126","1688","[""videos/med_high_c6_pink.mov""]","f","response","false"
"","","","","","html-keyboard-response","274","474305","0.0-5.0-0.127","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","275","475676","0.0-5.0-1.127","1369","[""videos/fast_med_c6_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","276","476428","0.0-5.0-0.128","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","277","477998","0.0-5.0-1.128","1568","[""videos/slow_low_c5_purple.mov""]","j","response","false"
"","","","","","html-keyboard-response","278","478749","0.0-5.0-0.129","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","279","480027","0.0-5.0-1.129","1277","[""videos/slow_high_c3_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","280","481029","0.0-5.0-0.130","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","281","482681","0.0-5.0-1.130","1650","[""videos/med_med_c9_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","282","483682","0.0-5.0-0.131","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","283","485178","0.0-5.0-1.131","1494","[""videos/slow_high_c1_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","284","485929","0.0-5.0-0.132","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","285","487340","0.0-5.0-1.132","1410","[""videos/med_high_c1_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","286","488342","0.0-5.0-0.133","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","287","489918","0.0-5.0-1.133","1575","[""videos/slow_high_c2_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","288","490670","0.0-5.0-0.134","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","289","492122","0.0-5.0-1.134","1450","[""videos/med_med_c11_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","290","552011","0.0-5.0-2.134-0.134","59888","<p>You can take a quick break now if you need it.</p>
      <p>Press the spacebar to continue.</p>"," ","",""
"","","","","","html-keyboard-response","291","552513","0.0-5.0-0.135","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","292","553878","0.0-5.0-1.135","1363","[""videos/slow_low_c2_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","293","554379","0.0-5.0-0.136","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","294","555879","0.0-5.0-1.136","1499","[""videos/med_high_c13_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","295","556631","0.0-5.0-0.137","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","296","558052","0.0-5.0-1.137","1419","[""videos/slow_med_c3_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","297","559054","0.0-5.0-0.138","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","298","560528","0.0-5.0-1.138","1473","[""videos/slow_low_c3_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","299","561280","0.0-5.0-0.139","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","300","563016","0.0-5.0-1.139","1735","[""videos/fast_low_c16_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","301","563768","0.0-5.0-0.140","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","302","565264","0.0-5.0-1.140","1494","[""videos/fast_low_c16_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","303","565765","0.0-5.0-0.141","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","304","567576","0.0-5.0-1.141","1809","[""videos/fast_low_c17_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","305","568577","0.0-5.0-0.142","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","306","570080","0.0-5.0-1.142","1501","[""videos/slow_med_c3_tan.mov""]","f","response","false"
